X Coordinates: ,Y Coordinates: ,Angle (Radian): ,Angle (Degree): ,Distance (Milimeters): 
-297.807,-201.819,3.73718,214.125,359.75
0,0,3.78082,216.625,0
-317.406,-535.499,4.17733,239.344,622.5
-293.709,-644.479,4.28478,245.5,708.25
-269.343,-627.377,4.30687,246.766,682.75
-251.184,-624.637,4.33005,248.094,673.25
-234.859,-623.482,4.35214,249.359,666.25
-216.462,-617.139,4.37505,250.672,654
-198.243,-616.406,4.40123,252.172,647.5
-184.856,-616.638,4.42113,253.312,643.75
-169.494,-615.074,4.4435,254.594,638
-152.971,-614.238,4.46831,256.016,633
-137.603,-611.202,4.49095,257.312,626.5
-122.944,-610.238,4.51358,258.609,622.5
-107.985,-604.684,4.53567,259.875,614.25
-93.1399,-605.124,4.55967,261.25,612.25
-79.035,-601.58,4.58176,262.516,606.75
-65.6213,-600.676,4.60357,263.766,604.25
-51.6738,-600.029,4.62648,265.078,602.25
-39.4075,-598.704,4.64666,266.234,600
-24.4676,-597.749,4.67148,267.656,598.25
-11.7739,-607.886,4.69302,268.891,608
1.47697,-602.748,4.71484,270.141,602.75
14.2463,-614.585,4.73557,271.328,614.75
29.3434,-590.772,4.76202,272.844,591.5
41.6707,-589.028,4.78302,274.047,590.5
56.4342,-587.797,4.80811,275.484,590.5
69.0836,-586.445,4.82965,276.719,590.5
81.4508,-585.36,4.85065,277.922,591
93.2857,-583.844,4.87083,279.078,591.25
107.382,-582.942,4.89455,280.438,592.75
120.961,-581.554,4.91746,281.75,594
134.396,-581.419,4.93955,283.016,596.75
147.17,-578.834,4.96137,284.266,597.25
160.927,-577.237,4.98427,285.578,599.25
174.856,-574.74,5.00773,286.922,600.75
161.717,-482.89,5.03554,288.516,509.25
175.733,-449.36,5.08518,291.359,482.5
178.106,-428.997,5.1059,292.547,464.5
0,0,5.1449,294.781,0
288.622,-566.459,5.18362,297,635.75
313.005,-585.597,5.20326,298.125,664
319.18,-564.514,5.22698,299.484,648.5
334.203,-560.706,5.24989,300.797,652.75
351.702,-561.142,5.27225,302.078,662.25
368.942,-561.065,5.29407,303.328,671.5
384.609,-558.962,5.31507,304.531,678.5
428.352,-567.482,5.35897,307.047,711
452.095,-572.521,5.38079,308.297,729.5
458.689,-553.358,5.40452,309.656,718.75
474.73,-547.626,5.42661,310.922,724.75
493.613,-547.617,5.44597,312.031,737.25
527.399,-560.34,5.46751,313.266,769.5
781.916,-114.465,6.13783,351.672,790.25
779.906,-103.546,6.15119,352.438,786.75
774.656,-86.7673,6.17164,353.609,779.5
774.523,-67.9789,6.19564,354.984,777.5
772.522,-51.6958,6.21637,356.172,774.25
767.528,-33.3053,6.23982,357.516,768.25
766.822,-16.527,6.26164,358.766,767
X Coordinates: ,Y Coordinates: ,Angle (Radian): ,Angle (Degree): ,Distance (Milimeters): 
762.452,8.52534,0.011181,0.640625,762.5
759.801,26.1179,0.0343611,1.96875,760.25
757.47,44.0485,0.0580867,3.32812,758.75
763.805,61.1608,0.0799033,4.57812,766.25
0,0,0.122446,7.01562,0
2430.91,301.171,0.123264,7.0625,2449.5
2736.94,399.886,0.14508,8.3125,2766
2732.5,460.327,0.166897,9.5625,2771
2730.15,521.422,0.188714,10.8125,2779.5
2739.57,587,0.211076,12.0938,2801.75
2725.51,648.052,0.233438,13.375,2801.5
1694.73,452.12,0.260708,14.9375,1754
1662.78,485.64,0.284161,16.2812,1732.25
319.952,130.387,0.386972,22.1719,345.5
308.288,134.247,0.410697,23.5312,336.25
286.339,135.428,0.441786,25.3125,316.75
0,0,0.458967,26.2969,0
284.357,142.356,0.464148,26.5938,318
0,0,0.481329,27.5781,0
287.811,150.424,0.481601,27.5938,324.75
0,0,0.593684,34.0156,0
508.544,365.047,0.622591,35.6719,626
484.074,366.226,0.64768,37.1094,607
469.608,371.04,0.668679,38.3125,598.5
456.5,379.667,0.693768,39.75,593.75
446.056,387.323,0.715039,40.9688,590.75
437.884,398.399,0.738219,42.2969,592
374.221,359.61,0.76549,43.8594,519
348.903,352.537,0.790579,45.2969,496
335.401,353.438,0.811577,46.5,487.25
320.168,356.95,0.839666,48.1094,479.5
77.9213,120.203,0.995655,57.0469,143.25
0,0,1.01993,58.4375,0
70.3968,118.694,1.03547,59.3281,138
70.5393,120.351,1.04065,59.625,139.5
0,0,1.04229,59.7188,0
68.3168,122.772,1.06301,60.9062,140.5
66.7555,126.462,1.0851,62.1719,143
64.5815,129.265,1.10747,63.4531,144.5
58.2036,139.332,1.1751,67.3281,151
62.0033,158.29,1.19746,68.6094,170
56.4715,154.237,1.21982,69.8906,164.25
53.0086,155.461,1.24218,71.1719,164.25
49.4439,156.369,1.26454,72.4531,164
42.274,157.94,1.30927,75.0156,163.5
38.7911,159.089,1.33163,76.2969,163.75
35.4491,161.147,1.35427,77.5938,165
31.2581,158.956,1.37663,78.875,162
27.696,159.615,1.39899,80.1562,162
21.3876,167.389,1.44371,82.7188,168.75
21.4805,188.53,1.45735,83.5,189.75
16.6186,182.495,1.47998,84.7969,183.25
12.7219,185.564,1.50235,86.0781,186
8.70127,187.548,1.52443,87.3438,187.75
4.53734,191.196,1.54707,88.6406,191.25
0.321783,196.5,1.56916,89.9062,196.5
0,0,1.58089,90.5781,0
-4.1054,200.708,1.59125,91.1719,200.75
0,0,1.60352,91.875,0
-8.63503,201.565,1.61361,92.4531,201.75
-12.2096,205.137,1.63025,93.4062,205.5
-18.4032,209.694,1.65833,95.0156,210.5
0,0,1.69324,97.0156,0
-30.2233,231.031,1.70088,97.4531,233
0,0,1.7156,98.2969,0
0,0,1.73796,99.5781,0
-42.2112,236.005,1.74778,100.141,239.75
0,0,1.7606,100.875,0
-48.8803,241.605,1.77042,101.438,246.5
-81.1555,310.313,1.82659,104.656,320.75
-638.467,1915.13,1.89259,108.438,2018.75
0,0,1.89504,108.578,0
-684.335,1909.31,1.91495,109.719,2028.25
-736.009,1918.94,1.93704,110.984,2055.25
-783.137,1914.25,1.95913,112.25,2068.25
-831.81,1911.62,1.98122,113.516,2084.75
-878.435,1901.39,2.00358,114.797,2094.5
-922.38,1884.64,2.02594,116.078,2098.25
-1403.49,2457.17,2.08976,119.734,2829.75
-1385.42,2302.88,2.11239,121.031,2687.5
-1588.18,2393.82,2.15657,123.562,2872.75
-1633.67,2345.36,2.17921,124.859,2858.25
-4166.3,4803.38,2.28529,130.938,6358.5
-4499.68,4744.28,2.32974,133.484,6538.75
-4656.7,4697.53,2.35183,134.75,6614.5
-4630.66,4466.92,2.37419,136.031,6434
-4817.96,4443.96,2.39655,137.312,6
